gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	celltype	q_val	zscore
AABR07050484.1	0.288147343270077	-0.00657577196272837	0.008	0.012	1	Cck+/Vip+	0.749084972555908	0.120054801267521
Gcfc2	0.28820278889884	-0.0202378455209407	0.08	0.09	1	Cck+/Vip+	0.749084972555908	-0.266544927917823
Npdc1	0.288204617417818	-0.00537951829597283	0.424	0.421	1	Cck+/Vip+	0.749084972555908	0.153905544467969
Hist1h2ao	0.288244621045986	0.00443689094168206	0.006	0.002	1	Cck+/Vip+	0.749084972555908	0.431683374947346
Emc6	0.288325310541967	-0.0288164848414829	0.191	0.216	1	Cck+/Vip+	0.749167947093993	-0.509297217602781
AABR07045058.1	0.288399091214801	0.00895805605734162	0.028	0.022	1	Cck+/Vip+	0.749232945117383	0.559620119093008
Hsd17b8	0.288499445188753	-0.00600143332356949	0.064	0.063	1	Cck+/Vip+	0.749366944358411	0.136307031312501
Cdhr2	0.288581078837041	-0.00603102203033187	0.021	0.028	1	Cck+/Vip+	0.749377616431238	0.135469750941221
Cdkl4	0.288630930438423	0.0151793345806718	0.033	0.023	1	Cck+/Vip+	0.749377616431238	0.735665474291692
Med11	0.288655147406063	0.00824379570889608	0.031	0.025	1	Cck+/Vip+	0.749377616431238	0.539408483128649
Pold4	0.2886986534533	0.00888365198095109	0.023	0.018	1	Cck+/Vip+	0.749377616431238	0.557514684975683
Zc3h8	0.288823137841605	-0.0158851406719543	0.15	0.16	1	Cck+/Vip+	0.74957410300649	-0.143375153675877
Smpdl3b	0.288879384114978	0.0112065858799528	0.027	0.023	1	Cck+/Vip+	0.749593456771242	0.623247431358804
Gsta4	0.28904040130167	-0.0223046361131584	0.106	0.124	1	Cck+/Vip+	0.749792847578628	-0.325029511522915
Mfsd12	0.289053829485044	0.00649478103908479	0.019	0.015	1	Cck+/Vip+	0.749792847578628	0.4899160986228
Chchd1	0.289119651769528	0.0299569068779008	0.17	0.155	1	Cck+/Vip+	0.749836990173367	1.15383080064448
AC127887.1	0.289174963393492	0.00808907480779979	0.022	0.017	1	Cck+/Vip+	0.749853862882297	0.535030300109192
Bend3	0.289242244298042	0.00551780481700465	0.01	0.007	1	Cck+/Vip+	0.749901761963402	0.462270314015699
Bzw1	0.289456390570415	-0.0184974731902657	0.086	0.1	1	Cck+/Vip+	0.75015478619526	-0.217297098234153
Rfx2	0.289477604210286	0.00811267737372563	0.014	0.008	1	Cck+/Vip+	0.75015478619526	0.535698188885821
Utp11	0.289522324267501	-0.021419818519714	0.114	0.134	1	Cck+/Vip+	0.75015478619526	-0.29999156684003
Chrm3	0.289555752248322	-0.0394636645802156	0.1	0.116	1	Cck+/Vip+	0.75015478619526	-0.810583606235017
AABR07067471.2	0.289583964913049	0.00380313161008564	0.003	0.001	1	Cck+/Vip+	0.75015478619526	0.413749700024583
Asb16	0.289703191418417	0.00280919768107945	0.003	0.001	1	Cck+/Vip+	0.750337126256332	0.385624058177856
Sdad1	0.289872764464723	-0.0181399863075572	0.065	0.079	1	Cck+/Vip+	0.750525440931499	-0.207181186366635
Dmkn	0.289873598443603	-0.00421122999669286	0.003	0.006	1	Cck+/Vip+	0.750525440931499	0.186964943408223
Abcg1	0.290086997160642	0.00913421646794199	0.241	0.246	1	Cck+/Vip+	0.75095141101535	0.564604982242888
Grk2	0.290215653481794	-0.00507276609072318	0.006	0.01	1	Cck+/Vip+	0.751014691707054	0.162585802188089
Med21	0.290291116963887	-0.020138207351253	0.107	0.125	1	Cck+/Vip+	0.751014691707054	-0.263725437212137
Slc38a3	0.290323069393514	-0.0164420302380741	0.019	0.031	1	Cck+/Vip+	0.751014691707054	-0.159133622149255
Srpk1	0.290381715468478	0.0224709921604754	0.178	0.159	1	Cck+/Vip+	0.751014691707054	0.941999661679364
Ppp1r17	0.290390805185322	0.0086283547760564	0.019	0.015	1	Cck+/Vip+	0.751014691707054	0.550290464592626
Zfp202	0.290404730762276	0.0207116099311381	0.138	0.123	1	Cck+/Vip+	0.751014691707054	0.8922139032806
Prrt2	0.290586846293819	-0.0287616098918174	0.209	0.238	1	Cck+/Vip+	0.751019277701308	-0.507744404950343
Ash2l	0.290619618484134	-0.0159260134351699	0.084	0.099	1	Cck+/Vip+	0.751019277701308	-0.144531742324216
Ackr3	0.29072245169617	-0.00524430231503191	0.007	0.011	1	Cck+/Vip+	0.751019277701308	0.157731791002988
Odf2	0.290760721904557	-0.00483900353215339	0.404	0.414	1	Cck+/Vip+	0.751019277701308	0.169200650326015
RGD1563888	0.29077856807141	0.00498447382126812	0.02	0.018	1	Cck+/Vip+	0.751019277701308	0.447178489364093
Gfer	0.291005268123883	-0.0038497202432788	0.069	0.071	1	Cck+/Vip+	0.751019277701308	0.197194691635843
Ift140	0.291021456522423	0.0272815286612967	0.135	0.121	1	Cck+/Vip+	0.751019277701308	1.07812483334745
Kcnab3	0.29104679441718	0.00614447100994574	0.012	0.008	1	Cck+/Vip+	0.751019277701308	0.480003272299693
Dynlt1	0.291092400056221	0.0134598192573339	0.155	0.146	1	Cck+/Vip+	0.751019277701308	0.687007841502643
St8sia3	0.291103169034878	-0.0333108563756037	0.088	0.111	1	Cck+/Vip+	0.751019277701308	-0.636475775860872
Orc2	0.291119783135032	-0.0373703343935036	0.323	0.347	1	Cck+/Vip+	0.751019277701308	-0.751348023888741
Gpr63	0.29113013611114	-0.0284220985177756	0.064	0.086	1	Cck+/Vip+	0.751019277701308	-0.498137151358811
Mgat3	0.291151126621086	-0.0412964328209129	0.19	0.214	1	Cck+/Vip+	0.751019277701308	-0.862445990264356
Arhgef11	0.291180536729972	-0.0563226314221664	0.46	0.504	1	Cck+/Vip+	0.751019277701308	-1.2876467685487
Tle6	0.291216061374881	-0.0112353584883366	0.022	0.028	1	Cck+/Vip+	0.751019277701308	-0.0117988943841902
Syt16	0.291266107200524	-0.0376406285471539	0.142	0.158	1	Cck+/Vip+	0.751019277701308	-0.758996617358564
Epg5	0.291308196781357	0.0185742966449628	0.205	0.194	1	Cck+/Vip+	0.751019277701308	0.83173371818286
Klf13	0.291319038350367	-0.0479117518920086	0.268	0.299	1	Cck+/Vip+	0.751019277701308	-1.0496416271831
Zfp161	0.291358589748918	0.0142488608754634	0.079	0.068	1	Cck+/Vip+	0.751019277701308	0.709335585134316
Rab29	0.29138413918104	-0.00599697390178626	0.019	0.022	1	Cck+/Vip+	0.751019277701308	0.136433220887339
Trpc2	0.291487039963877	-0.00862209037682278	0.021	0.027	1	Cck+/Vip+	0.751158484066589	0.062149524931167
Cipc	0.291540951970355	-0.0142275524588455	0.236	0.233	1	Cck+/Vip+	0.751171421444329	-0.096469890608875
Ppp3r1	0.291659123708216	0.0206627754965262	0.128	0.114	1	Cck+/Vip+	0.751180702906522	0.890832020866086
Ap3d1	0.291734504384446	0.019651811478538	0.234	0.229	1	Cck+/Vip+	0.751180702906522	0.862224473563325
Shh	0.291816138419445	0.00110486861111332	0.005	0.004	1	Cck+/Vip+	0.751180702906522	0.337396155284188
Wif1	0.291819901472588	-0.0122248253335064	0.034	0.04	1	Cck+/Vip+	0.751180702906522	-0.0397981298406984
Unc13b	0.291950362382256	-0.03195669147749	0.392	0.382	1	Cck+/Vip+	0.751180702906522	-0.598156571923607
RGD1560394	0.292060125116807	0.0202962604000137	0.17	0.154	1	Cck+/Vip+	0.751180702906522	0.880460634966989
Rab33b	0.292062395393345	0.00973881202689234	0.071	0.063	1	Cck+/Vip+	0.751180702906522	0.581713401280521
Tmem47	0.292085741239754	0.0200912446834564	0.196	0.178	1	Cck+/Vip+	0.751180702906522	0.874659244704956
Arhgap22	0.292112563888939	-0.013807565511524	0.062	0.074	1	Cck+/Vip+	0.751180702906522	-0.0845853959599443
Dtd1	0.292145843143378	-0.040848238852784	0.477	0.5	1	Cck+/Vip+	0.751180702906522	-0.849763313219553
AABR07058511.1	0.292200553912546	-0.00807310222135351	0.009	0.015	1	Cck+/Vip+	0.751180702906522	0.0776844048544861
Dlat	0.292222951906029	0.0186103793128711	0.263	0.255	1	Cck+/Vip+	0.751180702906522	0.83275476009002
RGD1564463	0.292231518375125	0.00785226332133446	0.01	0.005	1	Cck+/Vip+	0.751180702906522	0.528329175558414
Shisa5	0.292239520885225	-0.0249998171294216	0.075	0.092	1	Cck+/Vip+	0.751180702906522	-0.401295844488639
Myom3	0.292393765872233	0.00355949001453784	0.017	0.015	1	Cck+/Vip+	0.751180702906522	0.406855301860518
RGD1559896	0.292400734524774	-0.016238190352667	0.032	0.044	1	Cck+/Vip+	0.751180702906522	-0.153365504728442
Zc2hc1a	0.292541766218985	-0.0130489907458584	0.173	0.181	1	Cck+/Vip+	0.751180702906522	-0.0631197818477384
Smchd1	0.292631370707601	-0.030300044151591	0.372	0.39	1	Cck+/Vip+	0.751180702906522	-0.551277933419776
Rps3a	0.292667647632576	0.0256655649249179	0.109	0.086	1	Cck+/Vip+	0.751180702906522	1.03239743038805
Tnrc18	0.292687345377966	-0.0624705165349861	0.37	0.413	1	Cck+/Vip+	0.751180702906522	-1.46161528874086
Sdcbp2	0.292687468257144	-0.01092807764049	0.03	0.037	1	Cck+/Vip+	0.751180702906522	-0.00310367750842312
Mcart1	0.292718785097288	-0.0135941495824958	0.2	0.203	1	Cck+/Vip+	0.751180702906522	-0.078546302405471
Ttc21b	0.29273597446957	-0.0125172809305729	0.196	0.206	1	Cck+/Vip+	0.751180702906522	-0.0480738322180059
Znrf1	0.292749617574485	-0.0599598078537853	0.44	0.492	1	Cck+/Vip+	0.751180702906522	-1.3905690239056
Alox5	0.29276686077872	-0.00390977123460421	0.006	0.009	1	Cck+/Vip+	0.751180702906522	0.195495411004335
Artn	0.293046018113707	0.00551780481700465	0.01	0.007	1	Cck+/Vip+	0.751762598560166	0.462270314015699
Wipf3	0.293103261558068	0.000448015322652373	0.1	0.094	1	Cck+/Vip+	0.751762598560166	0.31880898384557
Arf2	0.293177215930556	-0.0195969836722243	0.125	0.138	1	Cck+/Vip+	0.751762598560166	-0.248410270971107
Pla2g3	0.293201595252458	0.00163675142322413	0.003	0.002	1	Cck+/Vip+	0.751762598560166	0.352447000256163
Cdh19	0.293282151813565	0.00542809334473205	0.005	0.002	1	Cck+/Vip+	0.751762598560166	0.459731721997612
Wdhd1	0.29343959693807	-0.00840252225723809	0.044	0.046	1	Cck+/Vip+	0.751762598560166	0.0683627088382433
Zc3h18	0.293507704821849	-0.0221884469269656	0.167	0.185	1	Cck+/Vip+	0.751762598560166	-0.321741671816518
Lcp1	0.293519534514638	0.008656804220605	0.011	0.006	1	Cck+/Vip+	0.751762598560166	0.551095506924677
Riiad1	0.293568018350451	0.00996697294588983	0.019	0.013	1	Cck+/Vip+	0.751762598560166	0.588169738169594
Rabep1	0.293682379671288	-0.0421659568865402	0.589	0.6	1	Cck+/Vip+	0.751762598560166	-0.887051169475207
LOC685933	0.293687125145266	-0.00742371362853348	0.011	0.016	1	Cck+/Vip+	0.751762598560166	0.0960603455966121
Erich2	0.293693781991526	-0.021781811766571	0.091	0.101	1	Cck+/Vip+	0.751762598560166	-0.310234996624355
Crebl2	0.293719927158587	-0.0309953149051419	0.132	0.154	1	Cck+/Vip+	0.751762598560166	-0.570952215210749
Fuca2	0.293793505748989	-0.00766212789266707	0.053	0.058	1	Cck+/Vip+	0.751762598560166	0.0893138667729372
Slain1	0.293824198932998	0.0162107379645859	0.117	0.106	1	Cck+/Vip+	0.751762598560166	0.764851400366754
Dusp2	0.293853065052432	0.00498053787630952	0.012	0.009	1	Cck+/Vip+	0.751762598560166	0.447067112767517
Tecpr2	0.293858467728378	0.0264226924962455	0.279	0.273	1	Cck+/Vip+	0.751762598560166	1.05382209281479
Cab39l	0.293962199746203	0.0236205014820031	0.239	0.22	1	Cck+/Vip+	0.751762598560166	0.974527666341695
AABR07046628.1	0.293965054187559	0.00479638124717613	0.004	0.001	1	Cck+/Vip+	0.751762598560166	0.441855978260935
Crybg2	0.293992598688652	-0.00728295840482217	0.015	0.02	1	Cck+/Vip+	0.751762598560166	0.100043337719759
Mre11a	0.294021182943767	0.019795022346704	0.081	0.069	1	Cck+/Vip+	0.751762598560166	0.866276953782632
AABR07069371.1	0.294218110054185	0.00380313161008564	0.003	0.001	1	Cck+/Vip+	0.752140938913893	0.413749700024583
AABR07067469.1	0.294314524954425	0.00542809334473205	0.006	0.002	1	Cck+/Vip+	0.75218822025065	0.459731721997612
Ssna1	0.294409703644579	-0.000865861804457635	0.159	0.163	1	Cck+/Vip+	0.75218822025065	0.281629814859306
AC141969.1	0.294535441498749	-0.020073970407855	0.142	0.151	1	Cck+/Vip+	0.75218822025065	-0.261907705458933
Ube2q1	0.294577387650205	0.0247155378347977	0.143	0.131	1	Cck+/Vip+	0.75218822025065	1.00551423332472
Actg2	0.294587077319508	-0.00321729606768667	0.003	0.006	1	Cck+/Vip+	0.75218822025065	0.21509058525495
Shroom2	0.294623584472477	-0.0267952255614142	0.111	0.12	1	Cck+/Vip+	0.75218822025065	-0.452101046980628
Pkn2	0.294636940485662	-0.0296488315217842	0.355	0.373	1	Cck+/Vip+	0.75218822025065	-0.532850377364491
E2f5	0.294650731598211	-0.0138160731971325	0.055	0.064	1	Cck+/Vip+	0.75218822025065	-0.0848261404514906
Ptprt	0.294704229103923	0.0590161067571039	0.341	0.312	1	Cck+/Vip+	0.75218822025065	1.97612755931547
Ubox5	0.294791450576544	-0.0332290007163814	0.21	0.233	1	Cck+/Vip+	0.75218822025065	-0.634159482104087
Mrps12	0.294800181512833	0.0387099940289037	0.182	0.157	1	Cck+/Vip+	0.75218822025065	1.40151949209346
Efhb	0.294871084732414	0.00443689094168206	0.006	0.002	1	Cck+/Vip+	0.75218822025065	0.431683374947346
Pid1	0.294874261522072	-0.029217694641564	0.409	0.416	1	Cck+/Vip+	0.75218822025065	-0.520650369772323
Csrp1	0.294989890731788	-0.0154541917945602	0.024	0.028	1	Cck+/Vip+	0.75218822025065	-0.131180466055187
Pdf	0.295013509488572	0.00569742874006107	0.01	0.006	1	Cck+/Vip+	0.75218822025065	0.467353185200146
AABR07059563.1	0.295025927454147	0.00656901474930152	0.03	0.025	1	Cck+/Vip+	0.75218822025065	0.492016711838205
Fut8	0.29506888853493	-0.028303788256719	0.344	0.352	1	Cck+/Vip+	0.75218822025065	-0.494789290970749
Gpr83	0.295118396052048	-0.0118837482757696	0.017	0.022	1	Cck+/Vip+	0.752189621258073	-0.0301465716353834
Tmc7	0.295271943633713	-0.00220969812325986	0.106	0.115	1	Cck+/Vip+	0.752456152262127	0.243602881780316
AABR07056802.1	0.295367026135697	-0.00152466729703509	0.001	0.002	1	Cck+/Vip+	0.752508040573105	0.262987401324417
Osbpl8	0.295390262476985	-0.038987311675767	0.482	0.502	1	Cck+/Vip+	0.752508040573105	-0.797104107455289
Pnpla4	0.295711555478786	-0.00520584916114043	0.002	0.006	1	Cck+/Vip+	0.753036137835021	0.158819911251897
Zbtb38	0.295788955896594	0.0133988044533116	0.165	0.153	1	Cck+/Vip+	0.753036137835021	0.685281287578686
Ubxn10	0.295800259464823	-0.00674586519661557	0.008	0.013	1	Cck+/Vip+	0.753036137835021	0.115241622808419
Zhx2	0.295871969063892	-0.0526476606017476	0.155	0.172	1	Cck+/Vip+	0.753036137835021	-1.18365503421318
Lynx1	0.295873674733339	-0.0209784606881286	0.211	0.218	1	Cck+/Vip+	0.753036137835021	-0.287502333969359
Arpc4	0.295891640465375	0.0404275097211438	0.223	0.196	1	Cck+/Vip+	0.753036137835021	1.45012054073095
Zfp236	0.296089367935674	-0.0329508396440447	0.169	0.187	1	Cck+/Vip+	0.753279021713721	-0.626288276113497
Nsun7	0.296095530732535	-0.0250378962018676	0.129	0.141	1	Cck+/Vip+	0.753279021713721	-0.402373379244438
Zmat4	0.296136899794764	-0.0890091113166611	0.406	0.441	1	Cck+/Vip+	0.753279021713721	-2.21258574076188
RGD1306502	0.296183192539221	-0.0164961749206429	0.097	0.107	1	Cck+/Vip+	0.753279021713721	-0.160665770218048
RGD621098	0.296288785678281	-0.0243880206141188	0.283	0.315	1	Cck+/Vip+	0.753351085590652	-0.383983657863028
Usp38	0.296335245718328	0.0187680565593255	0.147	0.136	1	Cck+/Vip+	0.753351085590652	0.837216599686933
AC096473.3	0.296358628046726	-0.0168595008819065	0.29	0.294	1	Cck+/Vip+	0.753351085590652	-0.170946912215419
Ahi1	0.296422342047021	-0.0309717984283864	0.885	0.863	1	Cck+/Vip+	0.753388397553421	-0.570286762524791
AABR07006453.1	0.296597397668807	-0.00589285751370632	0.004	0.009	1	Cck+/Vip+	0.753708636748851	0.139379433061059
Ube2k	0.296762755113377	-0.0457350100445215	0.688	0.698	1	Cck+/Vip+	0.754004129247879	-0.988045720444688
Exoc8	0.297328630122805	0.00427807730863667	0.024	0.021	1	Cck+/Vip+	0.755316976390009	0.427189378683552
LOC690035	0.297841809708167	0.0032068534280536	0.019	0.017	1	Cck+/Vip+	0.755942871016989	0.396876640257301
AABR07040953.1	0.297881883417903	0.0198174013552948	0.136	0.118	1	Cck+/Vip+	0.755942871016989	0.866910219196098
Pla2g1b	0.297893546174448	-0.00408224422490693	0.006	0.01	1	Cck+/Vip+	0.755942871016989	0.190614891875323
Lpl	0.297894890837445	-0.0101528529228901	0.036	0.043	1	Cck+/Vip+	0.755942871016989	0.0188330852095433
Zfyve21	0.29790932934678	0.00620334221361202	0.051	0.047	1	Cck+/Vip+	0.755942871016989	0.481669168131481
Klhl38	0.297927990836118	0.00380313161008564	0.003	0.001	1	Cck+/Vip+	0.755942871016989	0.413749700024583
Gskip	0.297941835177919	-0.0188392525992039	0.13	0.146	1	Cck+/Vip+	0.755942871016989	-0.226968531078782
AC128917.1	0.29796862971094	0.00344500706562994	0.005	0.002	1	Cck+/Vip+	0.755942871016989	0.403615744054336
Cnksr1	0.298131704414064	-0.0120582735783446	0.028	0.035	1	Cck+/Vip+	0.756231716463213	-0.0350851656507061
AABR07035005.1	0.298207724506308	-0.00976481918182593	0.02	0.027	1	Cck+/Vip+	0.75624301187726	0.0298133905468696
Anp32a.1	0.298270563964613	-0.00941886258873101	0.136	0.142	1	Cck+/Vip+	0.75624301187726	0.0396030264048895
Scaper	0.298283822700872	0.00815480713456451	0.588	0.585	1	Cck+/Vip+	0.75624301187726	0.536890347167033
Ung	0.298352753424996	0.00181457851663188	0.002	0.001	1	Cck+/Vip+	0.756270307102854	0.35747902602153
Taf2	0.298393035775677	-0.0258724793609325	0.194	0.204	1	Cck+/Vip+	0.756270307102854	-0.425989825306038
AABR07015003.1	0.298494821093388	0.00627177467923708	0.072	0.069	1	Cck+/Vip+	0.756356593039561	0.483605621815865
RGD1305464	0.298525538934646	-0.0105645022074771	0.014	0.021	1	Cck+/Vip+	0.756356593039561	0.00718452386469431
Fras1	0.29865822502154	0.0480407409301386	0.167	0.153	1	Cck+/Vip+	0.75656800811722	1.66555439204802
Tmem120b	0.298764263538168	-0.0115858359727387	0.037	0.045	1	Cck+/Vip+	0.756711860369339	-0.0217164592383163
LOC689959	0.298828164523225	0.00275577526609731	0.016	0.014	1	Cck+/Vip+	0.756748956607026	0.384112348328211
Abca12	0.299055007282809	0.00128189707093929	0.004	0.002	1	Cck+/Vip+	0.756911398928263	0.342405581879295
Eno2	0.299080913489469	0.00181457851663188	0.002	0.001	1	Cck+/Vip+	0.756911398928263	0.35747902602153
Pkd2	0.299155668937816	-0.0304303193465958	0.162	0.173	1	Cck+/Vip+	0.756911398928263	-0.554964369076401
Sntg2	0.299156895677909	-0.0246045170885036	0.17	0.167	1	Cck+/Vip+	0.756911398928263	-0.390109922518984
Snapc5	0.299161012896887	-0.0105769620050463	0.019	0.027	1	Cck+/Vip+	0.756911398928263	0.00683194529414037
Smarca4	0.299236955564192	0.0162591487852856	0.484	0.478	1	Cck+/Vip+	0.756911398928263	0.766221295653322
Frem1	0.299278938793761	-0.0147444246705369	0.076	0.088	1	Cck+/Vip+	0.756911398928263	-0.111095976188923
Polr3b	0.299370821516751	-0.0128804650682056	0.075	0.086	1	Cck+/Vip+	0.756911398928263	-0.0583509609902204
Eppin	0.299398935228384	0.00989602829042606	0.016	0.009	1	Cck+/Vip+	0.756911398928263	0.586162196307622
Cxcl12	0.299419835135297	0.0180281301243654	0.022	0.018	1	Cck+/Vip+	0.756911398928263	0.816278682894594
Dnajc3	0.299469538434727	0.00257973103570167	0.102	0.104	1	Cck+/Vip+	0.756911398928263	0.379130772763887
Ect2	0.29949338293057	0.0052480715026107	0.007	0.003	1	Cck+/Vip+	0.756911398928263	0.4546375907799
Eea1	0.299532758753179	0.0164953309710739	0.368	0.36	1	Cck+/Vip+	0.756911398928263	0.772904612697043
Msl3	0.299664811010727	-0.0057436169157182	0.148	0.155	1	Cck+/Vip+	0.757120565099294	0.143602538325412
Itga2	0.299819043318273	0.00542809334473205	0.006	0.002	1	Cck+/Vip+	0.757385692460037	0.459731721997612
Mansc4	0.300206883569028	-0.00958207449441003	0.015	0.021	1	Cck+/Vip+	0.757672957516774	0.0349845709217974
Nrde2	0.300250705473746	0.0196219749274863	0.152	0.136	1	Cck+/Vip+	0.757672957516774	0.861380179869014
Taf5	0.300292763139152	0.0202726748953606	0.077	0.059	1	Cck+/Vip+	0.757672957516774	0.879793228978232
Ppial4d	0.300304939478336	-0.0109442395705809	0.1	0.111	1	Cck+/Vip+	0.757672957516774	-0.00356101641599318
Ak5	0.300309612510707	-0.0327526536363303	0.44	0.455	1	Cck+/Vip+	0.757672957516774	-0.620680148139054
Tsc22d1	0.300419592510585	-0.0227197720474894	0.638	0.665	1	Cck+/Vip+	0.757672957516774	-0.336776735624999
Syt5	0.300486149084031	0.0197804717893099	0.525	0.523	1	Cck+/Vip+	0.757672957516774	0.865865212364019
Prdx4	0.300493676932179	0.00892744632081598	0.035	0.031	1	Cck+/Vip+	0.757672957516774	0.558753946341059
Gnb1l	0.300516239494362	0.0114432797144084	0.096	0.09	1	Cck+/Vip+	0.757672957516774	0.629945226675926
Chi3l1	0.300587852971597	-0.00421122999669286	0.003	0.006	1	Cck+/Vip+	0.757672957516774	0.186964943408223
LOC103692984	0.300668471151282	-0.00889335485612778	0.008	0.013	1	Cck+/Vip+	0.757672957516774	0.0544734738698054
Sh3rf1	0.300709669847137	-0.0700424127220858	0.281	0.321	1	Cck+/Vip+	0.757672957516774	-1.67587947073926
Srsf10	0.300709995314768	0.0275993286055765	0.308	0.294	1	Cck+/Vip+	0.757672957516774	1.08711771220074
Ube2v2	0.300716583186835	-0.00666497864328797	0.357	0.347	1	Cck+/Vip+	0.757672957516774	0.117530493489575
Nrsn1	0.300752863470616	0.00845790553472017	0.15	0.142	1	Cck+/Vip+	0.757672957516774	0.545467212085628
Zfand5	0.300809945796513	-0.0213154657060152	0.333	0.336	1	Cck+/Vip+	0.757672957516774	-0.297038664460768
AABR07006713.1	0.300817227101993	0.00344500706562994	0.005	0.002	1	Cck+/Vip+	0.757672957516774	0.403615744054336
Senp8	0.300834383062309	-0.0197337293373893	0.299	0.296	1	Cck+/Vip+	0.757672957516774	-0.252279803432253
Rmi1	0.300869741851721	0.0145527799253109	0.045	0.035	1	Cck+/Vip+	0.757672957516774	0.717935672219536
Vwa5b1	0.300940241131626	-0.0108943161138797	0.074	0.076	1	Cck+/Vip+	0.757726297074124	-0.00214831762188674
Sgpp2	0.30109483209858	0.025565268347149	0.133	0.115	1	Cck+/Vip+	0.75775157703936	1.0295593085145
Mthfd2	0.301135353898861	-0.0107534775455383	0.025	0.031	1	Cck+/Vip+	0.75775157703936	0.00183703292886536
Manea	0.301213268485273	-0.0127094754426338	0.039	0.046	1	Cck+/Vip+	0.75775157703936	-0.0535124170709611
Pym1	0.301242458109161	0.0200660804535348	0.142	0.133	1	Cck+/Vip+	0.75775157703936	0.87394716506116
Crlf3	0.301288505397918	-0.00999082960175197	0.038	0.046	1	Cck+/Vip+	0.75775157703936	0.0234179069649538
LOC361646	0.301288631136721	0.0184114406886089	0.125	0.118	1	Cck+/Vip+	0.75775157703936	0.827125335102915
Rpa2	0.301354013757647	0.0134199215703683	0.045	0.035	1	Cck+/Vip+	0.75775157703936	0.685878844874839
Vta1	0.301406735255496	-0.0249904461882997	0.228	0.234	1	Cck+/Vip+	0.75775157703936	-0.401030672200955
Rars	0.301420841930843	0.0253800714368723	0.133	0.121	1	Cck+/Vip+	0.75775157703936	1.02431873686526
AABR07069913.1	0.301478974425607	0.00227446335769234	0.005	0.003	1	Cck+/Vip+	0.75775157703936	0.37049252314939
RGD1304694	0.301492800731685	-0.0216626435367621	0.136	0.155	1	Cck+/Vip+	0.75775157703936	-0.306862858041195
Fam78a	0.301572223834	0.00380313161008564	0.003	0.001	1	Cck+/Vip+	0.757827223909973	0.413749700024583
LOC103691005	0.301653330412217	-0.008145750451888	0.023	0.028	1	Cck+/Vip+	0.757899712514503	0.0756286564257606
Mcts1	0.301699729350345	0.0481788144256031	0.225	0.187	1	Cck+/Vip+	0.757899712514503	1.66946149851519
Arhgef7	0.301852355379813	-0.061550606384014	0.453	0.513	1	Cck+/Vip+	0.757966219082268	-1.43558431959659
Ggnbp2	0.301965497954575	-0.0233791151315269	0.459	0.469	1	Cck+/Vip+	0.757966219082268	-0.355434361544155
Fus	0.302034117895994	-0.0249062290693585	0.705	0.703	1	Cck+/Vip+	0.757966219082268	-0.398647555521286
Pigx	0.302100647861075	0.0215778333380615	0.169	0.149	1	Cck+/Vip+	0.757966219082268	0.916725682777592
RGD1560028	0.302103312669719	-0.0080975498075334	0.01	0.018	1	Cck+/Vip+	0.757966219082268	0.0769926042902373
Ivd	0.30222814205666	-0.0277039886673663	0.166	0.181	1	Cck+/Vip+	0.757966219082268	-0.477816584900824
Flt1	0.302301712622204	-0.00592789637956639	0.01	0.011	1	Cck+/Vip+	0.757966219082268	0.138387927928639
Parp6	0.302414359051307	-0.0433429879113374	0.326	0.337	1	Cck+/Vip+	0.757966219082268	-0.920357963900701
AABR07015081.2	0.302472844188449	0.00365563161814431	0.022	0.02	1	Cck+/Vip+	0.757966219082268	0.409575849203448
Scg2	0.302552356074866	-0.00109489176886624	0.678	0.651	1	Cck+/Vip+	0.757966219082268	0.27514888633565
Ago1	0.302610173449705	-0.0260986897199701	0.104	0.12	1	Cck+/Vip+	0.757966219082268	-0.432390966624026
Rnf180	0.302620769027591	0.0178477598894723	0.225	0.211	1	Cck+/Vip+	0.757966219082268	0.811174693103758
RGD1304587	0.302629123910714	0.0070532076150096	0.106	0.103	1	Cck+/Vip+	0.757966219082268	0.50571806031643
Acvr1	0.302725654394164	-0.0321253811515566	0.136	0.151	1	Cck+/Vip+	0.757966219082268	-0.602930033436066
Nsa2	0.30276688111566	0.0249475440641559	0.165	0.15	1	Cck+/Vip+	0.757966219082268	1.01207938209639
Ndufb10	0.302770091816611	0.0354693927388506	0.364	0.347	1	Cck+/Vip+	0.757966219082268	1.30981924060571
Fam45a	0.302823670563614	0.0297885883929143	0.168	0.155	1	Cck+/Vip+	0.757966219082268	1.14906784277901
Zfp68	0.302841872254046	-0.0314523601693744	0.194	0.21	1	Cck+/Vip+	0.757966219082268	-0.583885359994728
Sdr42e1	0.302968380058057	-0.0100657561713133	0.012	0.018	1	Cck+/Vip+	0.757966219082268	0.0212976877041092
Mocs3	0.302971638185978	-0.0080975498075334	0.014	0.02	1	Cck+/Vip+	0.757966219082268	0.0769926042902373
Rab6b	0.303024445643197	-0.0967396478515394	0.655	0.716	1	Cck+/Vip+	0.757966219082268	-2.43133901551972
Mrnip	0.303027627150379	-0.00739141909012334	0.06	0.066	1	Cck+/Vip+	0.757966219082268	0.0969741936849223
Smg6	0.303057746417559	-0.0283120743810794	0.596	0.603	1	Cck+/Vip+	0.757966219082268	-0.495023765878242
